time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1971-02-09T14:15:44.140Z,34.416,-118.37,6,3.9,mh,0,360,0.3136,0,ci,ci3360196,2016-01-29T01:13:49.610Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:13:35.320Z,34.339,-118.332,6,3.86,ml,0,328.3,0.2321,0,ci,ci3360197,2016-01-29T01:08:51.770Z,"8km NNE of Lake View Terrace, CA",earthquake,,,,6,reviewed,ci,ci
1971-02-09T14:11:50.440Z,34.416,-118.37,6,3.8,mh,0,360,0.3136,0,ci,ci3360198,2016-01-29T01:13:50.030Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:11:31.380Z,34.274,-118.321,6,4,mh,0,190.7,0.8327,0.29,ci,ci3360257,2016-01-29T01:43:19.880Z,"2km NW of Sunland, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:10:29.040Z,34.416,-118.37,6,5.3,mh,0,360,0.3136,0,ci,ci3360199,2018-06-04T20:43:45.000Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:10:21.330Z,34.2463333,-118.3961667,14.58,4.64,ml,4,164,0.2105,0.06,ci,ci3342443,2018-06-04T20:43:45.000Z,"4km SW of Lake View Terrace, CA",earthquake,1.24,1.5,0.122,7,reviewed,ci,ci
1971-02-09T14:09:36.240Z,34.416,-118.37,6,3.7,mh,0,360,0.3136,0,ci,ci3360201,2016-01-29T01:43:16.800Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:08:53.720Z,34.416,-118.37,6,4.6,mh,0,205.2,0.3136,0.523,ci,ci3360203,2018-06-04T20:43:45.000Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:08:34.040Z,34.416,-118.37,6,4.5,mh,0,360,0.3136,0,ci,ci3360204,2018-06-04T20:43:45.000Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:08:03.410Z,34.416,-118.37,6,4.2,mh,0,360,0.3136,0.268,ci,ci3360206,2016-01-29T01:13:50.450Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:07:59.240Z,34.416,-118.37,6,4,mh,0,360,0.3136,0,ci,ci3360207,2021-02-18T18:59:06.208Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:07:43.970Z,34.416,-118.37,6,4.5,mh,0,360,0.3136,0.154,ci,ci3360209,2021-03-09T23:52:08.576Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:07:31.360Z,34.4,-118.368,6,3.9,mh,0,203.5,0.2992,0.105,ci,ci3360210,2016-01-29T01:38:23.800Z,"11km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:07:10.440Z,34.416,-118.37,6,4,mh,0,360,0.3136,0,ci,ci3360212,2016-01-29T01:18:57.070Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:06:46.140Z,34.416,-118.37,6,3.7,mh,0,360,0.3136,0,ci,ci3360213,2016-01-29T01:13:50.890Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:06:23.080Z,34.416,-118.37,6,3.7,mh,0,360,0.3136,0,ci,ci3360214,2018-07-09T19:38:19.504Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:06:10.740Z,34.416,-118.37,6,3.7,mh,0,360,0.3136,0,ci,ci3360217,2016-01-29T01:43:17.250Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:05:59.140Z,34.416,-118.37,6,3.9,mh,0,360,0.3136,0,ci,ci3360218,2016-01-29T01:28:58.000Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:05:52.150Z,34.416,-118.37,6,4.1,mh,0,328.5,0.3136,0.034,ci,ci3360220,2016-01-29T01:38:24.260Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:05:41.340Z,34.416,-118.37,6,4.1,mh,0,360,0.3136,0,ci,ci3360221,2016-01-29T01:33:48.200Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:05:34.140Z,34.416,-118.37,6,3.5,mh,0,360,0.3136,0,ci,ci3360222,2016-01-29T01:38:24.690Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:05:25.000Z,34.4111667,-118.4006667,6,3.9,mh,,,,,ci,ci12315531,2016-01-29T01:44:02.130Z,"10km E of Santa Clarita, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:04:49.140Z,34.416,-118.37,6,3.5,mh,0,360,0.3136,0,ci,ci3360224,2016-01-29T01:18:57.950Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:04:46.000Z,34.4111667,-118.4006667,6,4.2,mh,,,,,ci,ci12315527,2016-01-29T01:29:37.670Z,"10km E of Santa Clarita, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:04:44.080Z,34.416,-118.37,6,4.1,mh,0,360,0.3136,0,ci,ci3360227,2016-01-29T01:33:48.650Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:04:42.340Z,34.416,-118.37,6,4.2,mh,0,360,0.3136,0,ci,ci3360226,2016-01-29T01:18:58.400Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:04:37.640Z,34.416,-118.37,6,4.1,mh,0,360,0.3136,0,ci,ci3360230,2016-01-29T01:13:51.360Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:04:35.980Z,34.416,-118.37,6,4.2,mh,0,205.2,0.3136,0.867,ci,ci3360232,2016-01-29T01:18:58.840Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:04:19.340Z,34.416,-118.37,6,3.7,mh,0,360,0.3136,0,ci,ci3360233,2018-07-09T17:22:59.164Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:04:07.440Z,34.416,-118.37,6,4.1,mh,0,360,0.3136,0,ci,ci3360235,2016-01-29T01:08:52.700Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:03:43.340Z,34.416,-118.37,6,4.1,mh,0,360,0.3136,0,ci,ci3360236,2016-01-29T01:13:52.310Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:03:31.940Z,34.416,-118.37,6,3.7,mh,0,360,0.3136,0,ci,ci3360237,2016-01-29T01:43:17.680Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:03:25.080Z,34.416,-118.37,6,4.4,mh,0,360,0.3136,0,ci,ci3360238,2016-01-29T01:24:02.390Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:03:11.080Z,34.416,-118.37,6,3.5,mh,0,360,0.3136,0,ci,ci3360239,2016-01-29T01:24:02.800Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:03:05.080Z,34.416,-118.37,6,3.5,mh,0,360,0.3136,0,ci,ci3360241,2016-01-29T01:18:59.260Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:02:59.840Z,34.416,-118.37,6,3.5,mh,0,360,0.3136,0,ci,ci3360243,2016-01-29T01:33:49.530Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:02:50.140Z,34.416,-118.37,6,3.7,mh,0,360,0.3136,0,ci,ci3360244,2021-02-18T18:59:15.260Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:02:47.280Z,34.333,-118.333,6,3.9,mh,0,197.1,0.8632,0.221,ci,ci3360247,2016-01-29T01:13:52.800Z,"7km NNE of Lake View Terrace, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:02:45.740Z,34.416,-118.37,6,5.8,mh,0,360,0.3136,0.005,ci,ci3360245,2021-07-09T19:15:50.289Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:02:29.940Z,34.416,-118.37,6,4.7,mh,0,360,0.3136,0,ci,ci3360246,2021-07-09T19:16:24.144Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:02:03.000Z,34.4111667,-118.4006667,6,4.1,mh,,,,,ci,ci12315507,2016-01-29T01:09:34.130Z,"10km E of Santa Clarita, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:01:59.080Z,34.416,-118.37,6,4.1,mh,0,360,0.3136,0,ci,ci3360250,2016-01-29T01:43:18.550Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:01:54.440Z,34.416,-118.37,6,4.2,mh,0,360,0.3136,0,ci,ci3360251,2021-03-09T23:52:14.981Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:01:53.040Z,34.416,-118.37,6,4.5,mh,0,360,0.3136,0,ci,ci3360252,2021-03-09T23:52:17.143Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:01:40.080Z,34.416,-118.37,6,4.1,mh,0,360,0.3136,0,ci,ci3360253,2016-01-29T01:33:50.350Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:01:36.840Z,34.416,-118.37,6,4.2,mh,0,360,0.3136,0,ci,ci3360254,2021-02-18T18:59:21.975Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:01:12.450Z,34.416,-118.37,6,5.8,mh,0,328.5,0.3136,0.324,ci,ci3360255,2020-07-09T21:38:09.519Z,"10km SSW of Agua Dulce, CA",earthquake,,,,0,reviewed,ci,ci
1971-02-09T14:00:41.920Z,34.416,-118.37,8.95,6.6,mw,0,123.4,,0.249,ci,ci3347678,2023-03-19T04:25:56.099Z,"10km SSW of Agua Dulce, CA",earthquake,,6.837,,0,reviewed,ci,ci
1971-02-08T21:29:14.720Z,33.0811667,-115.9785,6,3.18,ml,4,145,,0.48,ci,ci3323479,2016-01-29T01:14:40.880Z,"16km ESE of Ocotillo Wells, CA",earthquake,1.93,31.61,0.194,4,reviewed,ci,ci
1971-02-08T05:03:24.420Z,35.0853333,-118.7611667,6,3.29,ml,13,79,,0.58,ci,ci3323478,2016-01-29T01:44:01.570Z,"15km SSE of Arvin, CA",earthquake,1.03,31.61,0.149,8,reviewed,ci,ci
1971-02-08T01:11:23.970Z,33.8421667,-116.1713333,6,2.7,mh,7,143,,0.61,ci,ci3323477,2016-01-29T01:39:10.750Z,"14km NNE of Indio, CA",earthquake,1.61,31.61,0.14,11,reviewed,ci,ci
1971-02-08T00:38:23.200Z,35.4955,-118.2965,0.06,3.35,ml,14,88,,0.52,ci,ci3323475,2016-01-29T01:14:40.350Z,"20km ESE of Bodfish, CA",earthquake,1.22,2.56,0.103,9,reviewed,ci,ci
1971-02-03T22:41:23.510Z,35.7541667,-117.6096667,7.48,2.65,ml,4,139,0.06223,0.15,ci,ci3323472,2016-01-29T01:09:33.640Z,"16km NNE of Ridgecrest, CA",earthquake,1.12,2.59,0.442,6,reviewed,ci,ci
1971-02-02T15:42:02.410Z,35.7158333,-117.6395,1.96,2.6,mh,4,140,0.1054,0.18,ci,ci3323471,2016-01-29T01:34:27.510Z,"11km NNE of Ridgecrest, CA",earthquake,1.09,1.69,0.357,14,reviewed,ci,ci
1971-02-02T12:30:17.160Z,34.6278333,-116.8783333,6,2.9,mh,7,169,0.675,0.37,ci,ci3323470,2016-01-29T01:34:26.440Z,"22km NNE of Lucerne Valley, CA",earthquake,1.18,31.61,0.148,14,reviewed,ci,ci
1971-02-02T10:48:38.980Z,34.6035,-116.864,6,2.84,ml,7,172,0.6983,0.45,ci,ci3323469,2016-01-29T01:29:36.120Z,"20km NNE of Lucerne Valley, CA",earthquake,1.38,31.61,0.03,3,reviewed,ci,ci
1971-02-02T10:45:22.440Z,34.61,-116.8476667,6,2.69,mh,7,129,0.691,0.57,ci,ci3323468,2016-01-29T01:29:35.620Z,"22km NNE of Lucerne Valley, CA",earthquake,1.32,31.61,0.196,11,reviewed,ci,ci
1971-02-01T22:16:05.480Z,37.3805,-119.9968333,6,3.7,ml,11,133,,0.52,ci,ci3323467,2016-01-29T01:09:33.120Z,"12km SSW of Mariposa, CA",earthquake,2.01,31.61,0.108,4,reviewed,ci,ci
1971-01-31T12:22:41.990Z,36.3285,-120.9368333,6,3.9,ml,8,290,1.96,0.47,ci,ci3323461,2016-01-29T01:39:09.700Z,"22km NE of King City, CA",earthquake,3.61,31.61,0.062,10,reviewed,ci,ci
1971-01-31T11:23:06.330Z,33.9748333,-116.9701667,13.9,2.59,ml,7,103,0.3373,0.47,ci,ci3323460,2016-01-29T01:24:46.900Z,"5km N of Beaumont, CA",earthquake,1.12,2.53,0.055,5,reviewed,ci,ci
1971-01-29T05:36:21.910Z,34.1043333,-117.1071667,15.63,2.99,ml,10,96,0.2487,0.3,ci,ci3323459,2016-01-29T01:09:32.620Z,"5km NNE of Mentone, CA",earthquake,0.66,1.25,0.161,6,reviewed,ci,ci
1971-01-26T21:53:51.620Z,35.5313333,-121.3786667,6,3.21,ml,4,288,1.524,0.29,ci,ci3323458,2016-01-29T01:09:32.100Z,"27km W of Cambria, CA",earthquake,4.22,31.61,0.234,4,reviewed,ci,ci
1971-01-24T07:47:25.900Z,32.554,-115.7693333,6,2.85,mh,3,223,0.7722,0.58,ci,ci3329388,2016-01-29T01:09:31.630Z,"18km W of Progreso, B.C., MX",earthquake,5.15,31.61,0.153,9,reviewed,ci,ci
1971-01-23T22:07:36.680Z,32.6423333,-115.8098333,6,3.99,ml,6,211,0.7283,0.42,ci,ci3323457,2016-01-29T01:34:25.870Z,"20km ESE of Ocotillo, CA",earthquake,4.01,31.61,0.091,9,reviewed,ci,ci
1971-01-23T09:27:09.270Z,34.2235,-116.4828333,6,3.07,ml,10,139,0.7753,0.61,ci,ci3323454,2016-01-29T01:44:01.040Z,"13km NNW of Yucca Valley, CA",earthquake,1.32,31.61,0.169,7,reviewed,ci,ci
1971-01-23T00:53:10.800Z,36.4603333,-118.1476667,14.93,3.02,ml,4,155,0.05813,0.15,ci,ci3323453,2016-01-29T01:14:39.810Z,"16km SSW of Lone Pine, CA",earthquake,1.58,0.62,0.086,6,reviewed,ci,ci
1971-01-22T22:41:26.610Z,34.2246667,-116.4761667,6,3.03,ml,9,140,0.781,0.7,ci,ci3323452,2016-01-29T01:09:31.140Z,"13km NNW of Yucca Valley, CA",earthquake,1.73,31.61,0.106,5,reviewed,ci,ci
1971-01-21T09:31:24.240Z,33.8941667,-118.4478333,0.07,2.63,ml,8,186,0.3422,0.52,ci,ci3323449,2016-01-29T01:14:39.290Z,"4km WNW of Manhattan Beach, CA",earthquake,1.53,2.37,0.312,6,reviewed,ci,ci
1971-01-21T05:38:20.870Z,35.7558333,-117.6115,5.44,2.78,ml,4,139,0.06085,0.23,ci,ci3323448,2016-01-29T01:14:38.830Z,"16km NNE of Ridgecrest, CA",earthquake,0.77,1.22,0.202,4,reviewed,ci,ci
1971-01-21T03:02:50.130Z,35.775,-117.5958333,4.48,2.56,mh,5,126,0.04068,0.48,ci,ci3323447,2016-01-29T01:14:38.360Z,"17km W of Searles Valley, CA",earthquake,1.39,2.1,0.234,9,reviewed,ci,ci
1971-01-21T01:28:59.470Z,32.2488333,-116.1488333,6,3.44,ml,5,262,0.6169,0.44,ci,ci3323446,2016-01-29T01:09:30.610Z,"50km SE of Campo, CA",earthquake,5.43,31.61,0.202,4,reviewed,ci,ci
1971-01-20T13:05:22.680Z,34.2281667,-116.4578333,6,2.66,mh,6,141,0.8562,0.61,ci,ci3323445,2016-01-29T01:19:30.620Z,"13km N of Yucca Valley, CA",earthquake,1.92,31.61,0.277,12,reviewed,ci,ci
1971-01-20T12:07:32.510Z,32.9465,-115.8656667,6,2.93,ml,4,167,0.7293,0.14,ci,ci3323444,2016-01-29T01:39:08.740Z,"25km WSW of Westmorland, CA",earthquake,0.71,31.61,0.058,2,reviewed,ci,ci
1971-01-19T02:36:12.680Z,33.9638333,-116.7495,6,3.49,ml,12,106,0.521,0.44,ci,ci3323443,2016-01-29T01:24:46.400Z,"6km NE of Cabazon, CA",earthquake,0.89,31.61,0.063,9,reviewed,ci,ci
1971-01-18T00:46:42.360Z,35.5061667,-119.8311667,6,3,ml,6,228,0.9836,0.61,ci,ci3323442,2016-01-29T01:14:37.870Z,"23km NE of Simmler, CA",earthquake,4.57,31.61,0.109,8,reviewed,ci,ci
1971-01-17T22:30:31.730Z,32.58,-115.7345,6,3.4,ml,4,220,0.7975,0.45,ci,ci3323441,2016-01-29T01:34:25.340Z,"14km W of Progreso, B.C., MX",earthquake,2.49,31.61,0.024,3,reviewed,ci,ci
1971-01-16T06:59:04.010Z,35.4841667,-118.2928333,0.19,2.7,ml,9,85,0.2315,0.58,ci,ci3323440,2016-01-29T01:29:35.130Z,"21km ESE of Bodfish, CA",earthquake,1.5,3.15,0.059,6,reviewed,ci,ci
1971-01-16T05:33:32.270Z,36.0091667,-119.9376667,6,2.92,ml,4,230,1.238,0.2,ci,ci3323439,2016-01-29T01:09:30.130Z,"2km E of Kettleman City, CA",earthquake,1.63,31.61,0.015,3,reviewed,ci,ci
1971-01-16T05:13:29.230Z,35.4945,-118.3095,0.19,2.8,ml,9,86,0.2149,0.57,ci,ci3323438,2016-01-29T01:34:24.840Z,"20km ESE of Bodfish, CA",earthquake,1.28,3.12,0.057,6,reviewed,ci,ci
1971-01-16T04:09:19.590Z,33.4715,-116.4215,6,3.49,ml,9,126,0.3873,0.56,ci,ci3323437,2016-01-29T01:34:24.310Z,"24km SSW of La Quinta, CA",earthquake,1.3,31.61,0.039,8,reviewed,ci,ci
1971-01-16T00:53:53.970Z,35.477,-118.3291667,0.01,3.56,ml,11,92,0.2198,0.71,ci,ci3323436,2016-01-29T01:39:08.210Z,"19km SE of Bodfish, CA",earthquake,1.57,3.72,0.04,11,reviewed,ci,ci
1971-01-15T22:33:29.480Z,35.7408333,-117.6456667,3.04,2.65,ml,5,142,0.08438,0.54,ci,ci3323435,2016-01-29T01:39:07.750Z,"14km NNE of Ridgecrest, CA",earthquake,1.62,3.47,0.316,6,reviewed,ci,ci
1971-01-15T13:16:39.100Z,32.5236667,-115.758,6,2.76,mh,4,227,0.7872,0.53,ci,ci3323434,2016-01-29T01:24:45.910Z,"18km WSW of Progreso, B.C., MX",earthquake,3.16,31.61,0.266,7,reviewed,ci,ci
1971-01-14T02:28:40.810Z,33.4555,-116.7205,16.71,3.25,ml,9,102,0.1564,0.43,ci,ci3323433,2016-01-29T01:14:37.360Z,"12km SSW of Anza, CA",earthquake,1.97,2.4,0.125,5,reviewed,ci,ci
1971-01-12T13:36:12.360Z,32.2566667,-115.0816667,6,2.85,mh,3,273,0.8212,0.22,ci,ci3323431,2016-01-29T01:29:34.630Z,"4km SSE of Guadalupe Victoria, B.C., MX",earthquake,3.11,31.61,0.136,5,reviewed,ci,ci
1971-01-11T15:21:27.610Z,34.728,-121.3333333,6,3.67,ml,9,297,1.135,0.71,ci,ci3323430,2016-01-29T01:34:23.320Z,"74km SW of Avila Beach, CA",earthquake,4.39,31.61,0.06,8,reviewed,ci,ci
1971-01-11T02:54:54.150Z,34.2586667,-116.5265,6,2.75,ml,5,217,0.92,0.35,ci,ci3323429,2016-01-29T01:09:29.580Z,"18km NNW of Yucca Valley, CA",earthquake,2.37,31.61,0.093,6,reviewed,ci,ci
1971-01-09T16:52:46.690Z,35.7023333,-117.5401667,3.98,3.05,ml,8,145,0.1224,0.39,ci,ci3323428,2016-01-29T01:19:30.130Z,"14km WSW of Searles Valley, CA",earthquake,1.25,2.15,0.106,11,reviewed,ci,ci
1971-01-08T23:23:14.940Z,34.8461667,-116.2936667,6,3.1,ml,8,195,0.6189,0.6,ci,ci3323426,2016-01-29T01:39:07.240Z,"18km NW of Ludlow, CA",earthquake,2.26,31.61,0.106,7,reviewed,ci,ci
1971-01-05T06:14:45.430Z,34.0581667,-117.9923333,10.03,3.63,ml,11,146,0.1736,0.47,ci,ci3323423,2016-01-29T01:29:34.140Z,"2km WNW of West Puente Valley, CA",earthquake,1.93,2.19,0.274,9,reviewed,ci,ci
1971-01-02T11:19:28.190Z,35.7561667,-117.5993333,4.51,3.12,ml,5,139,0.05946,0.41,ci,ci3323421,2016-01-29T01:43:59.990Z,"17km NNE of Ridgecrest, CA",earthquake,2.23,1.82,0.057,9,reviewed,ci,ci
1971-01-02T07:59:08.050Z,35.671,-117.6051667,2.12,2.92,ml,7,117,0.1446,0.74,ci,ci3323420,2016-01-29T01:09:29.090Z,"8km NE of Ridgecrest, CA",earthquake,2.1,5.17,0.162,7,reviewed,ci,ci
1971-01-02T06:27:39.120Z,35.8381667,-120.2818333,6,3.26,ml,9,244,1.331,0.24,ci,ci3323419,2016-01-29T01:29:33.130Z,"13km N of Cholame, CA",earthquake,2.27,31.61,0.131,8,reviewed,ci,ci
1971-01-02T02:37:49.820Z,35.7551667,-117.5948333,4.62,2.97,ml,6,126,0.06048,0.27,ci,ci3323418,2016-01-29T01:19:29.600Z,"17km NNE of Ridgecrest, CA",earthquake,0.83,1.19,0.153,10,reviewed,ci,ci
1971-01-02T02:19:13.010Z,35.7258333,-117.6161667,4.59,2.69,ml,5,144,0.09099,0.46,ci,ci3323417,2016-01-29T01:14:36.840Z,"13km NNE of Ridgecrest, CA",earthquake,1.42,2.66,0.271,7,reviewed,ci,ci
1971-01-01T20:36:17.720Z,33.8986667,-119.4328333,6,2.91,ml,7,249,0.5892,0.48,ci,ci3323416,2016-01-29T01:14:36.360Z,"17km SSE of Santa Cruz Is. (E end), CA",earthquake,3.92,31.61,0.119,6,reviewed,ci,ci
1970-12-30T19:19:07.760Z,34.9153333,-119.6421667,6,2.62,ml,4,171,0.4756,0.32,ci,ci3323414,2016-01-29T01:43:59.510Z,"27km SW of Maricopa, CA",earthquake,6.06,31.61,0.53,4,reviewed,ci,ci
1970-12-30T13:04:49.430Z,35.7603333,-117.5776667,5.32,4.28,ml,14,141,,0.37,ci,ci3323412,2016-01-29T01:34:22.790Z,"16km W of Searles Valley, CA",earthquake,1.18,0.87,0.208,11,reviewed,ci,ci
1970-12-28T06:47:39.960Z,35.7183333,-117.3846667,0.19,2.84,ml,6,168,0.1985,0.48,ci,ci3323545,2016-01-29T01:43:58.940Z,"5km S of Trona, CA",earthquake,1.65,2.69,0.178,4,reviewed,ci,ci
1970-12-28T01:13:08.010Z,33.8135,-115.228,6,2.94,mh,4,268,0.3583,0.38,ci,ci3323544,2016-01-29T01:39:05.850Z,"19km NE of Desert Center, CA",earthquake,4.03,31.61,0.113,12,reviewed,ci,ci
1970-12-27T13:51:22.760Z,34.2481667,-116.7535,6,2.7,ml,7,142,0.5751,0.59,ci,ci3323543,2016-01-29T01:19:29.070Z,"8km E of Big Bear City, CA",earthquake,1.63,31.61,0.093,3,reviewed,ci,ci
1970-12-25T11:27:03.160Z,36.0903333,-117.7006667,6,3.01,ml,7,159,,0.6,ci,ci3323542,2016-01-29T01:29:32.090Z,"23km ENE of Coso Junction, CA",earthquake,2.99,31.61,0.186,10,reviewed,ci,ci
1970-12-24T23:28:22.280Z,33.009,-116.2896667,6,3.68,ml,8,90,0.4596,0.65,ci,ci3323541,2016-01-29T01:14:35.820Z,"21km SW of Ocotillo Wells, CA",earthquake,1.67,31.61,0.055,8,reviewed,ci,ci
1970-12-23T04:02:54.570Z,34.6458333,-120.766,6,3.32,ml,10,244,,0.32,ci,ci3323540,2016-01-29T01:19:28.570Z,"25km WSW of Vandenberg Air Force Base, CA",earthquake,3.63,31.61,0.078,8,reviewed,ci,ci
1970-12-22T23:57:13.120Z,34.1468333,-116.1951667,6,2.73,ml,7,156,0.6372,0.61,ci,ci3323539,2016-01-29T01:39:05.360Z,"11km E of Joshua Tree, CA",earthquake,1.77,31.61,0.097,4,reviewed,ci,ci
1970-12-18T15:30:00.720Z,37.1731667,-116.0988333,0.3,4.49,ml,13,258,1.708,0.69,ci,ci3323538,2016-01-29T01:19:28.010Z,"65km ENE of Beatty, NV",nuclear explosion,99,31.61,0.394,11,reviewed,ci,ci
1970-12-18T15:29:43.240Z,33.8871667,-118.645,6,2.85,ml,8,192,0.472,0.3,ci,ci3323537,2016-01-29T01:43:58.350Z,"17km SSE of Malibu Beach, CA",earthquake,1.44,31.61,0.094,7,reviewed,ci,ci
1970-12-17T16:04:59.260Z,37.1428333,-116.034,0.01,5.19,ml,14,258,1.758,2.27,ci,ci3323536,2016-01-29T01:14:35.340Z,"69km ENE of Beatty, NV",nuclear explosion,99,31.61,0.314,11,reviewed,ci,ci
1970-12-16T16:00:00.490Z,37.1001667,-116.0078333,0.5,4.66,ml,13,256,1.778,0.61,ci,ci3323535,2016-01-29T01:24:44.890Z,"70km ENE of Beatty, NV",nuclear explosion,99,31.61,0.303,9,reviewed,ci,ci
1970-12-15T08:53:53.260Z,34.2743333,-116.5445,6,2.74,ml,9,137,0.744,0.57,ci,ci3323534,2016-01-29T01:43:57.800Z,"21km NNW of Yucca Valley, CA",earthquake,1.55,31.61,0.058,4,reviewed,ci,ci
1970-12-15T03:51:28.350Z,34.5463333,-116.4503333,6,3.16,ml,9,161,,0.63,ci,ci3323533,2016-01-29T01:43:57.240Z,"33km SW of Ludlow, CA",earthquake,1.77,31.61,0.127,7,reviewed,ci,ci
1970-12-14T19:14:19.150Z,34.3296667,-115.706,6,3.83,ml,11,190,,0.66,ci,ci3323532,2016-01-29T01:43:56.630Z,"26km S of Amboy, CA",earthquake,2.72,31.61,0.083,11,reviewed,ci,ci
1970-12-12T00:07:43.930Z,34.1151667,-116.9966667,6.56,2.53,ml,11,102,,0.47,ci,ci3323531,2016-01-29T01:24:44.390Z,"10km NNE of Yucaipa, CA",earthquake,0.96,2.75,0.212,5,reviewed,ci,ci
1970-12-11T10:25:28.380Z,34.1163333,-117.0036667,5.93,2.73,ml,11,102,,0.57,ci,ci3323530,2016-01-29T01:39:04.860Z,"10km NNE of Yucaipa, CA",earthquake,1.13,3.4,0.393,7,reviewed,ci,ci
1970-12-10T12:49:59.510Z,32.0653333,-115.6311667,6,3.57,ml,4,231,0.3049,0.61,ci,ci3323529,2016-01-29T01:29:31.590Z,"47km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,4.58,31.61,0.206,3,reviewed,ci,ci
1970-12-09T21:55:30.640Z,32.6726667,-116.038,6,3.12,mh,4,202,,0.59,ci,ci3323528,2016-01-29T01:34:21.340Z,"8km SSW of Ocotillo, CA",earthquake,3.42,31.61,0.165,8,reviewed,ci,ci
1970-12-08T11:33:53.870Z,33.9553333,-116.4561667,6,2.78,mh,8,135,,0.54,ci,ci3323525,2016-01-29T01:43:55.530Z,"4km E of Desert Hot Springs, CA",earthquake,1.47,31.61,0.299,11,reviewed,ci,ci
