time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1972-09-10T05:19:05.150Z,33.9871667,-118.3555,3.53,2.69,ml,9,161,,0.42,ci,ci3320981,2016-01-29T01:25:48.840Z,"1km SW of View Park-Windsor Hills, CA",earthquake,0.94,1.6,0.135,5,reviewed,ci,ci
1972-09-08T00:11:50.960Z,34.1036667,-117.323,13.81,2.52,ml,9,72,,0.44,ci,ci3320980,2016-01-29T01:40:26.070Z,"3km NNW of Colton, CA",earthquake,0.98,1.25,0.095,3,reviewed,ci,ci
1972-09-07T15:02:58.100Z,37.3296667,-118.0436667,6,2.68,ml,3,333,,0.21,ci,ci3320979,2016-01-29T01:20:52.060Z,"28km NE of Big Pine, CA",earthquake,2.45,31.61,0.039,4,reviewed,ci,ci
1972-09-06T03:53:51.640Z,37.2231667,-117.5048333,6,3.99,ml,4,290,,0.53,ci,ci3320978,2016-01-29T01:45:22.620Z,"70km E of Big Pine, CA",earthquake,6.8,31.61,0.473,9,reviewed,ci,ci
1972-09-04T18:04:40.250Z,36.5535,-121.3788333,6,4.81,ml,12,183,,0.8,ci,ci3320977,2018-06-04T20:43:45.000Z,"8km NE of Gonzales, CA",earthquake,5.18,31.61,0.11,9,reviewed,ci,ci
1972-09-04T13:40:46.870Z,34.4026667,-116.5051667,6,2.53,mh,9,142,0.4799,0.58,ci,ci3320976,2016-01-29T01:40:25.570Z,"33km NNW of Yucca Valley, CA",earthquake,1.32,31.61,0.082,11,reviewed,ci,ci
1972-09-04T00:35:18.390Z,35.4461667,-118.6113333,0.19,2.72,ml,7,151,,0.35,ci,ci3320975,2016-01-29T01:10:45.290Z,"19km SW of Bodfish, CA",earthquake,1.03,2.19,0.073,6,reviewed,ci,ci
1972-09-04T00:31:06.720Z,35.3615,-118.5996667,0.31,2.74,ml,9,143,,0.53,ci,ci3320974,2016-01-29T01:40:25.090Z,"27km NE of Arvin, CA",earthquake,1.41,3.59,0.106,9,reviewed,ci,ci
1972-09-01T06:34:15.790Z,35.4355,-118.5713333,0,2.94,ml,11,136,,0.59,ci,ci3320970,2016-01-29T01:20:51.530Z,"18km SSW of Bodfish, CA",earthquake,1.18,2.67,0.118,10,reviewed,ci,ci
1972-09-01T06:13:04.480Z,35.4376667,-118.618,0.01,3.62,ml,15,74,,0.58,ci,ci3320967,2016-01-29T01:10:43.350Z,"20km SW of Bodfish, CA",earthquake,1.15,2.69,0.224,10,reviewed,ci,ci
1972-08-30T12:16:07.510Z,36.823,-119.9896667,6,2.72,ml,6,97,,0.51,ci,ci3321195,2016-01-29T01:20:50.540Z,"3km NE of Biola, CA",earthquake,1.95,31.61,0.029,4,reviewed,ci,ci
1972-08-30T10:22:15.400Z,36.8591667,-120.0178333,6,3.41,ml,7,98,,0.32,ci,ci3321194,2016-01-29T01:20:50.050Z,"6km N of Biola, CA",earthquake,0.81,31.61,0.01,4,reviewed,ci,ci
1972-08-28T22:36:01.190Z,33.9335,-115.5481667,0.02,2.67,mh,7,181,,0.63,ci,ci3321192,2016-01-29T01:30:49.500Z,"28km NNW of Desert Center, CA",quarry blast,2.68,4.41,0.222,9,reviewed,ci,ci
1972-08-27T08:49:26.190Z,33.9896667,-118.378,0.01,3.35,ml,11,162,,0.36,ci,ci3321187,2016-01-29T01:35:44.730Z,"2km SSW of Baldwin Hills, CA",earthquake,1.05,2,0.083,3,reviewed,ci,ci
1972-08-26T16:53:59.270Z,34.4643333,-118.3533333,2.98,2.6,mh,6,206,,0.37,ci,ci12316407,2016-01-29T01:40:24.160Z,"4km SW of Agua Dulce, CA",earthquake,1.8,2.2,,0,reviewed,ci,ci
1972-08-25T14:36:50.940Z,33.4855,-116.5843333,3.08,2.61,mh,6,112,0.2674,0.44,ci,ci3321185,2016-01-29T01:15:55.650Z,"11km SE of Anza, CA",earthquake,0.98,3.99,0.136,8,reviewed,ci,ci
1972-08-25T02:50:33.310Z,33.2126667,-116.0673333,6,2.94,mh,6,126,0.6097,0.28,ci,ci3321184,2016-01-29T01:45:21.630Z,"10km NE of Ocotillo Wells, CA",earthquake,0.99,31.61,0.196,10,reviewed,ci,ci
1972-08-23T22:47:27.700Z,33.8913333,-115.5283333,0.01,2.64,mh,5,180,0.2053,0.7,ci,ci3344190,2016-01-29T01:30:49.000Z,"23km NNW of Desert Center, CA",quarry blast,3.34,31.61,0.118,8,reviewed,ci,ci
1972-08-23T08:58:42.010Z,37.031,-115.873,6,2.82,mh,2,334,,0.31,ci,ci3321180,2016-01-29T01:25:47.900Z,"73km WSW of Alamo, NV",earthquake,4.18,31.61,0.197,9,reviewed,ci,ci
1972-08-15T06:26:24.870Z,35.9915,-120.4483333,6,2.99,ml,11,146,,0.79,ci,ci3321175,2016-01-29T01:45:20.520Z,"10km N of Parkfield, CA",earthquake,2.52,31.61,0.036,7,reviewed,ci,ci
1972-08-14T22:49:29.980Z,36.1008333,-120.1545,6,2.98,ml,5,169,,0.62,ci,ci3321174,2016-01-29T01:40:23.220Z,"11km NNW of Avenal, CA",earthquake,3.81,31.61,0.01,4,reviewed,ci,ci
1972-08-13T09:44:20.000Z,32.842,-115.3738333,6,2.84,mh,4,276,0.8911,0.72,ci,ci3321128,2016-01-29T01:35:43.280Z,"4km N of Holtville, CA",earthquake,5.29,31.61,0.235,8,reviewed,ci,ci
1972-08-09T19:13:14.360Z,34.9866667,-117.0021667,6,2.71,mh,7,110,,0.65,ci,ci3321127,2016-01-29T01:20:49.060Z,"10km N of Barstow, CA",earthquake,1.49,31.61,0.249,10,reviewed,ci,ci
1972-08-08T03:19:42.350Z,34.2576667,-116.38,6,2.6,ml,8,136,,0.52,ci,ci3321125,2016-01-29T01:35:41.340Z,"15km NNW of Joshua Tree, CA",earthquake,1.18,31.61,0.279,4,reviewed,ci,ci
1972-08-07T10:17:49.580Z,34.1753333,-119.4738333,1.91,3.16,ml,8,216,,0.5,ci,ci3321124,2016-01-29T01:45:19.330Z,"16km NNE of Santa Cruz Is. (E end), CA",earthquake,1.75,2.96,0.394,8,reviewed,ci,ci
1972-08-07T02:33:11.340Z,33.991,-116.6608333,6,2.62,ml,8,82,,0.43,ci,ci3321123,2016-01-29T01:15:52.810Z,"10km SW of Morongo Valley, CA",earthquake,0.86,31.61,0.076,3,reviewed,ci,ci
1972-08-04T12:44:26.290Z,34.3921667,-118.44,9.57,3.14,ml,11,135,,0.48,ci,ci3321119,2016-01-29T01:40:22.650Z,"7km ESE of Santa Clarita, CA",earthquake,1.05,1.56,0.12,10,reviewed,ci,ci
1972-08-02T23:18:12.250Z,35.2921667,-116.904,0.38,2.93,ml,7,130,,0.49,ci,ci3321116,2016-01-29T01:45:18.060Z,"20km W of Fort Irwin, CA",earthquake,1.71,4.08,0.076,3,reviewed,ci,ci
1972-08-01T09:20:01.020Z,34.2891667,-116.9608333,0.95,3.17,ml,11,96,,0.51,ci,ci3321115,2016-01-29T01:20:46.560Z,"7km NW of Big Bear Lake, CA",earthquake,0.86,2.51,0.132,7,reviewed,ci,ci
1972-08-01T06:04:16.420Z,33.8895,-116.125,0,2.54,mh,8,111,,0.46,ci,ci3321114,2016-01-29T01:45:17.520Z,"21km NNE of Indio, CA",earthquake,1.21,3.02,0.082,12,reviewed,ci,ci
1972-08-01T03:14:31.430Z,36.1361667,-117.8153333,0.09,2.7,ml,6,154,,0.93,ci,ci3321113,2016-01-29T01:30:47.060Z,"16km NE of Coso Junction, CA",earthquake,2.23,3.67,0.242,4,reviewed,ci,ci
1972-07-30T21:17:05.190Z,35.8023333,-117.6466667,0.38,3.06,ml,8,99,,0.52,ci,ci3321112,2016-01-29T01:35:39.820Z,"20km N of Ridgecrest, CA",earthquake,2.64,5.63,0.263,10,reviewed,ci,ci
1972-07-30T19:02:13.610Z,35.858,-117.605,0.01,3.21,ml,12,163,,0.7,ci,ci3321110,2016-01-29T01:10:39.960Z,"21km WNW of Searles Valley, CA",earthquake,2.13,3.28,0.193,10,reviewed,ci,ci
1972-07-30T14:09:54.540Z,35.7533333,-117.5716667,4.74,3.03,ml,9,143,,0.43,ci,ci3321109,2016-01-29T01:35:39.290Z,"15km W of Searles Valley, CA",earthquake,1.3,2.07,0.157,10,reviewed,ci,ci
1972-07-29T04:45:00.030Z,35.764,-117.5825,4.52,2.68,ml,6,138,,0.34,ci,ci3321108,2016-01-29T01:10:39.460Z,"16km W of Searles Valley, CA",earthquake,1.04,1.63,0.195,8,reviewed,ci,ci
1972-07-29T01:18:51.880Z,33.2285,-116.7875,12.08,3.28,ml,7,214,,0.47,ci,ci3321107,2016-01-29T01:15:52.310Z,"3km WSW of Lake Henshaw, CA",earthquake,2.79,2.27,0.083,3,reviewed,ci,ci
1972-07-28T13:09:25.770Z,33.8291667,-117.0613333,0.01,2.63,ml,6,195,,0.49,ci,ci3321106,2016-01-29T01:15:51.820Z,"8km ENE of Nuevo, CA",quarry blast,1.83,31.61,0.103,2,reviewed,ci,ci
1972-07-27T03:53:20.020Z,34.767,-118.901,0,2.92,ml,10,117,,0.6,ci,ci3321105,2016-01-29T01:20:45.570Z,"6km SW of Gorman, CA",earthquake,1.12,3.2,0.049,10,reviewed,ci,ci
1972-07-27T01:12:04.040Z,34.7795,-118.8951667,0.38,2.92,ml,10,126,,0.71,ci,ci3321104,2016-01-29T01:40:22.160Z,"4km WSW of Gorman, CA",earthquake,1.45,4.6,0.098,10,reviewed,ci,ci
1972-07-27T00:50:21.390Z,34.7906667,-118.8968333,7.92,2.75,ml,8,127,,0.35,ci,ci3321103,2016-01-29T01:45:16.880Z,"4km W of Gorman, CA",earthquake,0.84,1.75,0.091,8,reviewed,ci,ci
1972-07-27T00:39:27.100Z,34.7376667,-118.8783333,4.54,2.59,ml,9,121,,0.38,ci,ci3321102,2016-01-29T01:35:38.800Z,"7km SSW of Gorman, CA",earthquake,1.03,3.49,0.073,6,reviewed,ci,ci
1972-07-27T00:31:17.210Z,34.7898333,-118.892,3.7,4.31,ml,13,126,,0.49,ci,ci3321101,2016-01-29T01:25:45.920Z,"4km WSW of Gorman, CA",earthquake,1.07,3.18,0.14,8,reviewed,ci,ci
1972-07-25T13:30:00.860Z,37,-116,0.01,3.86,ml,13,252,,0.75,ci,ci3321100,2016-01-29T01:25:45.400Z,"68km E of Beatty, NV",nuclear explosion,99,31.61,0.142,9,reviewed,ci,ci
1972-07-23T00:15:10.080Z,33.1225,-116.084,6,2.87,ml,6,136,,0.39,ci,ci3321099,2016-01-29T01:25:44.930Z,"5km ESE of Ocotillo Wells, CA",earthquake,0.97,31.61,0.106,5,reviewed,ci,ci
1972-07-21T19:57:06.900Z,34.2891667,-116.9743333,3.23,2.64,ml,9,96,,0.36,ci,ci3321096,2016-01-29T01:45:16.240Z,"8km NW of Big Bear Lake, CA",earthquake,0.74,2.42,0.09,4,reviewed,ci,ci
1972-07-21T19:25:06.740Z,34.28,-116.9743333,4.15,2.71,ml,10,95,,0.4,ci,ci3321095,2016-01-29T01:40:21.160Z,"7km NW of Big Bear Lake, CA",earthquake,0.71,2.23,0.045,5,reviewed,ci,ci
1972-07-20T17:16:00.440Z,37.2145,-116.1833333,0.4,4.38,ml,14,258,,0.67,ci,ci3321094,2016-01-29T01:10:38.940Z,"61km NE of Beatty, NV",nuclear explosion,99,31.61,0.284,11,reviewed,ci,ci
1972-07-19T03:37:04.520Z,33.484,-116.5745,5.5,2.87,ml,10,81,,0.5,ci,ci3321092,2016-01-29T01:30:46.570Z,"12km SE of Anza, CA",earthquake,1.05,3.57,0.089,4,reviewed,ci,ci
1972-07-15T07:19:00.680Z,35.6748333,-118.4283333,6,2.66,ml,5,127,,0.54,ci,ci3321306,2016-01-29T01:30:45.520Z,"4km SE of Wofford Heights, CA",earthquake,1.77,31.61,0.113,6,reviewed,ci,ci
1972-07-14T23:01:16.920Z,34.0841667,-118.7788333,6,2.7,mh,7,194,,0.53,ci,ci12316295,2016-01-29T01:25:44.470Z,"6km S of Agoura Hills, CA",earthquake,3.76,31.61,,0,reviewed,ci,ci
1972-07-11T23:46:31.920Z,32.7655,-116.2316667,6,3.13,ml,6,182,,0.43,ci,ci3321304,2016-01-29T01:15:50.810Z,"22km W of Ocotillo, CA",earthquake,1.89,31.61,0.129,4,reviewed,ci,ci
1972-07-07T12:53:58.760Z,34.0571667,-117.4665,3.68,3,ml,12,127,,0.45,ci,ci3321302,2016-01-29T01:15:50.310Z,"5km S of Fontana, CA",earthquake,0.93,1.29,0.291,9,reviewed,ci,ci
1972-07-06T22:38:08.410Z,34.3866667,-118.3695,1.49,3.18,ml,11,129,,0.58,ci,ci3321300,2016-01-29T01:40:19.730Z,"13km N of Lake View Terrace, CA",earthquake,1.06,2.05,0.138,11,reviewed,ci,ci
1972-07-05T20:10:42.770Z,34.346,-117.668,1.85,2.56,ml,8,109,,0.52,ci,ci3321299,2016-01-29T01:40:19.230Z,"4km WSW of Wrightwood, CA",earthquake,0.99,3.34,0.148,4,reviewed,ci,ci
1972-07-05T19:57:39.780Z,34.3503333,-118.4285,14.9,3.2,ml,12,138,,0.42,ci,ci3321296,2016-01-29T01:45:13.430Z,"8km N of Pacoima, CA",earthquake,1.1,1.12,0.105,11,reviewed,ci,ci
1972-07-04T08:37:15.320Z,35.7871667,-117.6398333,0.19,3.4,ml,13,75,,0.42,ci,ci3321292,2016-01-29T01:20:43.630Z,"19km N of Ridgecrest, CA",earthquake,0.95,2.1,0.194,11,reviewed,ci,ci
1972-07-04T08:26:11.300Z,35.7908333,-117.6633333,0.24,2.8,ml,4,136,,0.33,ci,ci3321252,2016-01-29T01:15:49.810Z,"19km N of Ridgecrest, CA",earthquake,1.15,2.87,0.222,8,reviewed,ci,ci
1972-07-04T08:20:03.530Z,35.7866667,-117.6331667,2.85,3.91,ml,13,80,,0.39,ci,ci3321251,2016-01-29T01:40:18.210Z,"19km NNE of Ridgecrest, CA",earthquake,1.21,1.5,0.17,11,reviewed,ci,ci
1972-07-01T13:34:52.710Z,38.4326667,-116.3341667,6,3.31,mh,3,332,,0.39,ci,ci3321307,2016-01-29T01:45:12.960Z,"88km ENE of Tonopah, NV",earthquake,7.37,31.61,0.247,11,reviewed,ci,ci
1972-07-01T02:40:04.100Z,35.7721667,-117.6345,1.62,2.87,ml,7,97,,0.33,ci,ci3321250,2016-01-29T01:20:43.130Z,"17km NNE of Ridgecrest, CA",earthquake,0.88,2.07,0.114,8,reviewed,ci,ci
1972-06-30T20:43:05.850Z,32.0085,-116.182,6,3.64,ml,4,282,,0.68,ci,ci3321347,2016-01-29T20:38:03.050Z,"44km ENE of Ensenada, B.C., MX",earthquake,7.63,31.61,0.124,4,reviewed,ci,ci
1972-06-30T09:50:14.220Z,33.2611667,-115.6998333,0.19,2.81,mh,6,99,,0.47,ci,ci3321246,2016-01-29T01:20:42.630Z,"10km SSE of Bombay Beach, CA",earthquake,1.23,3.1,0.139,12,reviewed,ci,ci
1972-06-30T09:48:27.960Z,33.2593333,-115.7121667,0.19,2.63,mh,6,98,,0.5,ci,ci3321245,2016-01-29T01:35:37.380Z,"10km S of Bombay Beach, CA",earthquake,1.3,3.29,0.121,12,reviewed,ci,ci
1972-06-29T06:41:09.050Z,34.319,-117.1038333,6,3.46,ml,14,90,,0.52,ci,ci3321244,2016-01-29T01:10:37.940Z,"11km NE of Lake Arrowhead, CA",earthquake,0.83,31.61,0.147,8,reviewed,ci,ci
1972-06-29T02:01:52.350Z,33.9693333,-118.3135,12.73,2.64,ml,7,161,,0.43,ci,ci3321243,2016-01-29T01:45:12.480Z,"3km ENE of Inglewood, CA",earthquake,2.78,3.28,0.194,4,reviewed,ci,ci
1972-06-28T16:30:00.470Z,37.13,-116.1,0.01,3.78,ml,12,256,,0.86,ci,ci3321242,2016-01-29T01:30:42.540Z,"63km ENE of Beatty, NV",nuclear explosion,99,31.61,0.125,5,reviewed,ci,ci
1972-06-28T05:29:10.410Z,35.8398333,-117.602,0.21,3.18,ml,11,151,,0.59,ci,ci3321241,2016-01-29T01:40:17.680Z,"20km WNW of Searles Valley, CA",earthquake,1.61,3.37,0.204,10,reviewed,ci,ci
1972-06-26T09:21:13.660Z,35.8138333,-117.6735,0,2.87,ml,6,107,0.06179,0.6,ci,ci3321239,2016-01-29T01:45:11.950Z,"22km N of Ridgecrest, CA",earthquake,1.86,4.76,0.213,8,reviewed,ci,ci
1972-06-26T06:13:20.650Z,35.8073333,-117.6451667,3.4,2.82,ml,5,133,0.03963,0.31,ci,ci3321237,2016-01-29T01:45:11.450Z,"21km N of Ridgecrest, CA",earthquake,1.02,1.63,0.26,5,reviewed,ci,ci
1972-06-23T03:45:27.170Z,33.5005,-116.4991667,0.68,2.58,ml,5,128,0.3374,0.43,ci,ci3321236,2016-01-29T01:10:37.440Z,"17km ESE of Anza, CA",earthquake,1.04,2.67,0.17,5,reviewed,ci,ci
1972-06-22T22:02:00.880Z,33.2473333,-116.0715,6,3.12,ml,7,122,0.5841,0.37,ci,ci3321235,2016-01-29T01:10:36.950Z,"12km WSW of Salton City, CA",earthquake,0.89,31.61,0.068,5,reviewed,ci,ci
1972-06-22T19:21:30.490Z,33.4935,-116.4538333,13.25,3.31,ml,9,86,,0.31,ci,ci3321232,2016-01-29T01:40:17.140Z,"22km ESE of Anza, CA",earthquake,0.74,1.58,0.09,5,reviewed,ci,ci
1972-06-21T04:04:12.000Z,33.4415,-116.9211667,16.22,2.7,ml,6,146,0.1004,0.52,ci,ci3321228,2016-01-29T01:25:43.060Z,"5km W of Aguanga, CA",earthquake,1.42,2.8,0.015,3,reviewed,ci,ci
1972-06-19T16:08:26.700Z,34.047,-117.4631667,4.13,2.89,ml,13,127,,0.36,ci,ci3321225,2016-01-29T01:25:42.540Z,"4km NNE of Glen Avon, CA",earthquake,0.72,0.87,0.291,7,reviewed,ci,ci
1972-06-18T03:43:11.920Z,37.6233333,-118.9438333,6,3.13,ml,2,345,,0.15,ci,ci3321224,2016-01-29T01:40:15.180Z,"3km ESE of Mammoth Lakes, CA",earthquake,2.78,31.61,0.283,6,reviewed,ci,ci
1972-06-18T03:12:03.870Z,37.6378333,-118.8271667,6,2.85,ml,3,329,,0.59,ci,ci3321223,2016-01-29T01:45:10.500Z,"13km E of Mammoth Lakes, CA",earthquake,8.95,31.61,0.193,4,reviewed,ci,ci
1972-06-18T02:56:59.550Z,37.6305,-118.8971667,6,3.13,ml,2,347,,0.13,ci,ci3321222,2016-01-29T01:10:36.440Z,"7km E of Mammoth Lakes, CA",earthquake,3.98,31.61,0.314,6,reviewed,ci,ci
1972-06-18T02:51:21.910Z,37.6988333,-118.578,6,3.21,ml,3,339,,0.54,ci,ci3321221,2016-01-29T01:40:14.740Z,"36km E of Mammoth Lakes, CA",earthquake,15.11,31.61,0.596,6,reviewed,ci,ci
1972-06-18T02:48:57.260Z,37.6488333,-119.0003333,6,2.61,ml,2,345,,0.33,ci,ci3321220,2016-01-29T01:25:42.060Z,"2km NW of Mammoth Lakes, CA",earthquake,6.38,31.61,0.217,4,reviewed,ci,ci
1972-06-15T19:54:37.010Z,34.2253333,-120.9403333,6,3.06,ml,3,339,0.8509,0.72,ci,ci3321219,2016-01-29T01:40:14.250Z,"57km WNW of San Miguel Is., CA",earthquake,9.63,31.61,0.223,4,reviewed,ci,ci
1972-06-14T13:38:22.550Z,34.8111667,-118.8591667,8.22,2.57,ml,7,126,,0.4,ci,ci3321217,2016-01-29T01:30:41.060Z,"2km NNW of Gorman, CA",earthquake,0.96,2.48,0.066,4,reviewed,ci,ci
1972-06-13T08:47:02.060Z,35.5671667,-117.5466667,2.46,3.1,ml,11,122,,0.4,ci,ci3321215,2016-01-29T01:40:13.230Z,"13km ESE of Ridgecrest, CA",earthquake,0.94,2.12,0.085,11,reviewed,ci,ci
1972-06-12T05:28:58.100Z,33.0038333,-115.545,3.08,2.8,mh,6,258,,0.54,ci,ci3321214,2016-01-29T01:15:47.490Z,"3km NNW of Brawley, CA",earthquake,3.05,2.32,0.088,12,reviewed,ci,ci
1972-06-12T03:57:17.710Z,33.6766667,-116.7536667,6,2.94,ml,11,97,,0.5,ci,ci3321213,2016-01-29T01:15:47.000Z,"8km SSW of Idyllwild, CA",earthquake,1.03,31.61,0.294,5,reviewed,ci,ci
1972-06-11T14:26:27.000Z,33.2833333,-116.2666667,6,3,mh,0,,0.6738,,ci,ci12316187,2016-01-29T01:45:09.480Z,"10km ENE of Borrego Springs, CA",earthquake,,,,0,reviewed,ci,ci
1972-06-11T14:26:22.890Z,33.3053333,-116.3483333,6,2.68,ml,5,149,0.4333,0.41,ci,ci3321211,2016-01-29T01:20:40.210Z,"6km NNE of Borrego Springs, CA",earthquake,1.06,31.61,0.407,3,reviewed,ci,ci
1972-06-11T11:05:04.250Z,33.813,-118.6493333,6,2.96,ml,10,198,,0.52,ci,ci3321210,2016-01-29T01:10:35.060Z,"23km WSW of Manhattan Beach, CA",earthquake,1.91,31.61,0.124,7,reviewed,ci,ci
1972-06-09T09:21:36.050Z,34.9018333,-116.8746667,6,2.61,ml,8,131,,0.58,ci,ci3321208,2016-01-29T01:45:09.970Z,"14km E of Barstow, CA",earthquake,1.85,31.61,0.319,3,reviewed,ci,ci
1972-06-09T08:14:50.820Z,37.42,-118.1975,6,2.54,ml,9,223,,0.45,ci,ci3321207,2016-01-29T01:35:36.050Z,"18km ENE of Bishop, CA",earthquake,2.87,31.61,0.01,4,reviewed,ci,ci
1972-06-08T11:01:33.310Z,32.5696667,-118.0303333,6,2.84,ml,9,237,,0.69,ci,ci3321206,2016-01-29T01:35:35.560Z,"40km SE of San Clemente Is. (SE tip), CA",earthquake,3.56,31.61,0.156,6,reviewed,ci,ci
1972-06-07T15:19:58.340Z,37.2623333,-115.8611667,0.01,3.84,ml,13,263,,0.49,ci,ci3321205,2016-01-29T01:40:12.700Z,"63km W of Alamo, NV",nuclear explosion,6.19,31.61,0.12,10,reviewed,ci,ci
1972-06-03T09:54:37.900Z,33.9925,-117.1958333,4.03,2.61,ml,10,110,,0.42,ci,ci3321204,2016-01-29T01:10:34.000Z,"7km S of Redlands, CA",earthquake,0.99,1.76,0.206,3,reviewed,ci,ci
1972-05-27T03:52:36.770Z,32.178,-115.7958333,6,3.54,ml,4,263,,0.57,ci,ci3321441,2016-01-29T01:10:33.530Z,"49km SSW of Progreso, B.C., MX",earthquake,6.21,31.61,0.103,4,reviewed,ci,ci
1972-05-27T00:07:23.910Z,35.5585,-119.4266667,6,3.05,ml,6,188,,0.67,ci,ci3321440,2016-01-29T01:30:40.120Z,"9km WSW of Wasco, CA",earthquake,3.46,31.61,0.058,4,reviewed,ci,ci
1972-05-26T07:35:32.060Z,33.4361667,-117.1158333,5.99,2.67,ml,7,157,,0.46,ci,ci3321439,2016-01-29T01:35:34.080Z,"7km SSE of Temecula, CA",earthquake,1.41,5.74,0.036,5,reviewed,ci,ci
1972-05-23T10:19:43.950Z,33.9866667,-117.2391667,6,2.69,ml,9,124,,0.46,ci,ci3321438,2016-01-29T01:20:38.230Z,"7km N of Moreno Valley, CA",earthquake,1.13,31.61,0.136,4,reviewed,ci,ci
1972-05-20T21:44:15.920Z,33.9933333,-116.6255,6,3.04,ml,6,114,0.668,0.37,ci,ci3321437,2016-01-29T01:40:12.160Z,"7km SW of Morongo Valley, CA",earthquake,0.89,31.61,0.095,3,reviewed,ci,ci
1972-05-19T23:23:09.630Z,34.3173333,-118.4671667,1.78,3.22,ml,11,144,,0.6,ci,ci3321434,2016-01-29T01:10:32.970Z,"5km NW of Pacoima, CA",earthquake,1.47,2.08,0.177,11,reviewed,ci,ci
1972-05-19T17:00:00.290Z,37.0646667,-116.0018333,0.5,4.24,ml,14,255,,0.4,ci,ci3321433,2016-01-29T01:10:32.440Z,"69km ENE of Beatty, NV",nuclear explosion,99,31.61,0.206,11,reviewed,ci,ci
1972-05-17T14:10:00.980Z,37.1206667,-116.0878333,0.3,3.89,ml,12,256,,0.7,ci,ci3321432,2016-01-29T01:30:39.090Z,"64km ENE of Beatty, NV",nuclear explosion,99,31.61,0.206,11,reviewed,ci,ci
1972-05-14T14:15:39.170Z,33.9736667,-116.6485,6,2.71,ml,7,106,,0.6,ci,ci3321430,2016-01-29T01:20:37.740Z,"10km SW of Morongo Valley, CA",earthquake,1.31,31.61,0.039,5,reviewed,ci,ci
1972-05-13T17:38:03.360Z,33.3311667,-116.1486667,6,2.77,ml,6,112,,0.32,ci,ci3321429,2016-01-29T01:40:10.680Z,"16km SSW of Oasis, CA",earthquake,0.77,31.61,0.03,5,reviewed,ci,ci
1972-05-13T02:54:11.880Z,37.4566667,-118.0938333,6,3.21,ml,6,304,,0.39,ci,ci3321392,2016-01-29T01:35:32.030Z,"28km ENE of Bishop, CA",earthquake,3.34,31.61,0.102,6,reviewed,ci,ci
1972-05-11T13:59:58.120Z,37.2045,-115.7368333,0.01,3.66,ml,12,283,,1.05,ci,ci3321391,2016-01-29T01:40:10.150Z,"54km WSW of Alamo, NV",nuclear explosion,9.92,31.61,0.203,9,reviewed,ci,ci
1972-05-11T04:50:47.330Z,35.1216667,-116.6643333,6,2.94,ml,7,185,,0.51,ci,ci3321390,2016-01-29T01:40:09.580Z,"16km S of Fort Irwin, CA",earthquake,1.93,31.61,0.146,5,reviewed,ci,ci
1972-05-07T12:27:02.350Z,34.1635,-116.8226667,6,2.63,ml,9,94,,0.49,ci,ci3321387,2016-01-29T01:45:08.070Z,"11km S of Big Bear City, CA",earthquake,1.1,31.61,0.206,5,reviewed,ci,ci
1972-05-05T13:49:29.210Z,34.274,-118.2881667,8.8,2.71,ml,9,139,,0.32,ci,ci3321385,2016-01-29T01:25:40.640Z,"2km NE of Sunland, CA",earthquake,0.85,1.4,0.112,8,reviewed,ci,ci
1972-05-05T11:48:43.280Z,35.989,-118.3423333,3.33,2.98,ml,7,165,,0.7,ci,ci3321446,2016-01-29T01:15:45.130Z,"27km NNE of Kernville, CA",earthquake,1.98,6.6,0.239,4,reviewed,ci,ci
1972-05-05T06:38:43.380Z,36.0015,-118.3813333,6,2.98,ml,4,196,,0.46,ci,ci3321381,2016-01-29T01:15:44.640Z,"28km N of Kernville, CA",earthquake,1.83,31.61,0.092,4,reviewed,ci,ci
1972-05-02T19:15:00.670Z,37.2076667,-116.2086667,0.4,4.36,ml,13,283,,0.63,ci,ci3321380,2016-01-29T01:35:30.130Z,"59km NE of Beatty, NV",nuclear explosion,99,31.61,0.382,10,reviewed,ci,ci
1972-05-01T22:17:13.660Z,32.9078333,-116.1718333,6,3.29,ml,4,277,,0.48,ci,ci3321379,2016-01-29T01:40:08.030Z,"25km NW of Ocotillo, CA",earthquake,3.56,31.61,0.067,4,reviewed,ci,ci
1972-05-01T21:51:06.590Z,36.3936667,-121.223,6,3.44,ml,5,282,,0.52,ci,ci3321378,2016-01-29T01:20:36.220Z,"8km NNE of Greenfield, CA",earthquake,5,31.61,0.103,6,reviewed,ci,ci
1972-05-01T17:33:34.400Z,32.972,-116.4443333,6,2.65,ml,5,243,,0.58,ci,ci3321377,2016-01-29T01:45:07.530Z,"18km NNE of Pine Valley, CA",earthquake,5.35,31.61,0.051,2,reviewed,ci,ci
1972-04-27T22:29:42.490Z,33.4521667,-116.8763333,9.34,3.34,ml,11,131,,0.59,ci,ci3321372,2016-01-29T01:30:37.640Z,"2km NW of Aguanga, CA",earthquake,1.47,2.84,0.312,6,reviewed,ci,ci
1972-04-27T04:45:16.610Z,34.0978333,-118.9655,6,3.18,ml,10,204,,0.64,ci,ci3321371,2016-01-29T01:20:35.690Z,"13km SW of Thousand Oaks, CA",earthquake,2.4,31.61,0.323,9,reviewed,ci,ci
